Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9213
Water Temp (deg C),24.10
Room Temp (deg C),22.76
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.08
60.00,24.08
90.00,24.08
120.00,24.10
150.00,24.08
180.00,24.10
210.00,24.08
240.00,24.07
270.00,24.08
300.00,24.07
330.00,24.36
360.00,24.82
390.00,25.11
420.00,25.31
450.00,25.42
480.00,25.46
510.00,25.52
540.00,25.51
570.00,25.52
600.00,25.52
630.00,25.54
660.00,25.53
690.00,25.54
720.00,25.55
750.00,25.52
780.00,25.54
810.00,25.52
840.00,25.52
870.00,25.52
900.00,25.53
930.00,25.50
960.00,25.52
