Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0594
Water Temp (deg C),24.10
Room Temp (deg C),22.28
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.013
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.08
60.00,24.09
90.00,24.10
120.00,24.08
150.00,24.08
180.00,24.09
210.00,24.09
240.00,24.09
270.00,24.10
300.00,24.09
330.00,24.34
360.00,24.71
390.00,24.98
420.00,25.14
450.00,25.24
480.00,25.28
510.00,25.31
540.00,25.35
570.00,25.34
600.00,25.33
630.00,25.35
660.00,25.33
690.00,25.34
720.00,25.34
750.00,25.31
780.00,25.33
810.00,25.31
840.00,25.35
870.00,25.31
900.00,25.32
930.00,25.34
960.00,25.33
