Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),1.0190
Water Temp (deg C),24.10
Room Temp (deg C),25.63
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.012
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.08
90.00,24.12
120.00,24.11
150.00,24.12
180.00,24.10
210.00,24.11
240.00,24.08
270.00,24.12
300.00,24.10
330.00,24.44
360.00,24.98
390.00,25.33
420.00,25.55
450.00,25.69
480.00,25.73
510.00,25.77
540.00,25.79
570.00,25.81
600.00,25.81
630.00,25.80
660.00,25.81
690.00,25.82
720.00,25.82
750.00,25.81
780.00,25.84
810.00,25.84
840.00,25.82
870.00,25.83
900.00,25.84
930.00,25.82
960.00,25.82
