Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0869
Water Temp (deg C),24.10
Room Temp (deg C),22.71
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.013
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.09
60.00,24.12
90.00,24.10
120.00,24.09
150.00,24.09
180.00,24.12
210.00,24.11
240.00,24.09
270.00,24.08
300.00,24.11
330.00,24.46
360.00,24.95
390.00,25.33
420.00,25.56
450.00,25.67
480.00,25.74
510.00,25.78
540.00,25.79
570.00,25.80
600.00,25.81
630.00,25.80
660.00,25.79
690.00,25.82
720.00,25.82
750.00,25.80
780.00,25.80
810.00,25.79
840.00,25.78
870.00,25.81
900.00,25.80
930.00,25.78
960.00,25.79
