Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9846
Water Temp (deg C),24.30
Room Temp (deg C),24.32
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.31
90.00,24.31
120.00,24.29
150.00,24.30
180.00,24.30
210.00,24.31
240.00,24.31
270.00,24.33
300.00,24.29
330.00,24.61
360.00,25.06
390.00,25.42
420.00,25.62
450.00,25.75
480.00,25.79
510.00,25.85
540.00,25.86
570.00,25.85
600.00,25.85
630.00,25.87
660.00,25.87
690.00,25.87
720.00,25.87
750.00,25.86
780.00,25.87
810.00,25.87
840.00,25.84
870.00,25.85
900.00,25.84
930.00,25.85
960.00,25.85
