Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0803
Water Temp (deg C),24.40
Room Temp (deg C),23.74
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.41
60.00,24.39
90.00,24.39
120.00,24.38
150.00,24.38
180.00,24.40
210.00,24.41
240.00,24.40
270.00,24.37
300.00,24.40
330.00,24.67
360.00,25.04
390.00,25.32
420.00,25.49
450.00,25.58
480.00,25.63
510.00,25.66
540.00,25.66
570.00,25.66
600.00,25.66
630.00,25.65
660.00,25.67
690.00,25.65
720.00,25.67
750.00,25.65
780.00,25.66
810.00,25.69
840.00,25.66
870.00,25.67
900.00,25.66
930.00,25.68
960.00,25.67
