Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),0.9789
Water Temp (deg C),24.40
Room Temp (deg C),24.89
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.41
60.00,24.38
90.00,24.42
120.00,24.39
150.00,24.40
180.00,24.41
210.00,24.41
240.00,24.39
270.00,24.42
300.00,24.40
330.00,25.09
360.00,26.15
390.00,26.92
420.00,27.37
450.00,27.60
480.00,27.76
510.00,27.85
540.00,27.89
570.00,27.90
600.00,27.91
630.00,27.89
660.00,27.90
690.00,27.91
720.00,27.88
750.00,27.91
780.00,27.87
810.00,27.91
840.00,27.87
870.00,27.89
900.00,27.88
930.00,27.88
960.00,27.90
