Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),1.0764
Water Temp (deg C),24.20
Room Temp (deg C),23.34
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.025
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.20
90.00,24.22
120.00,24.22
150.00,24.18
180.00,24.20
210.00,24.22
240.00,24.21
270.00,24.18
300.00,24.20
330.00,25.03
360.00,26.25
390.00,27.15
420.00,27.67
450.00,28.00
480.00,28.17
510.00,28.26
540.00,28.28
570.00,28.31
600.00,28.31
630.00,28.33
660.00,28.31
690.00,28.31
720.00,28.33
750.00,28.30
780.00,28.31
810.00,28.31
840.00,28.29
870.00,28.30
900.00,28.32
930.00,28.30
960.00,28.29
