Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),1.0522
Water Temp (deg C),24.40
Room Temp (deg C),23.92
Water Volume (L),2.0
Wire Before (g),0.028
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.39
60.00,24.39
90.00,24.41
120.00,24.40
150.00,24.41
180.00,24.39
210.00,24.40
240.00,24.40
270.00,24.39
300.00,24.40
330.00,24.97
360.00,25.79
390.00,26.42
420.00,26.78
450.00,26.98
480.00,27.11
510.00,27.17
540.00,27.19
570.00,27.21
600.00,27.20
630.00,27.22
660.00,27.21
690.00,27.21
720.00,27.21
750.00,27.21
780.00,27.22
810.00,27.20
840.00,27.21
870.00,27.20
900.00,27.17
930.00,27.16
960.00,27.19
