Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0065
Water Temp (deg C),24.20
Room Temp (deg C),25.38
Water Volume (L),2.0
Wire Before (g),0.028
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.21
90.00,24.20
120.00,24.22
150.00,24.19
180.00,24.22
210.00,24.22
240.00,24.21
270.00,24.19
300.00,24.21
330.00,24.54
360.00,24.99
390.00,25.36
420.00,25.54
450.00,25.69
480.00,25.74
510.00,25.76
540.00,25.78
570.00,25.79
600.00,25.82
630.00,25.79
660.00,25.81
690.00,25.83
720.00,25.82
750.00,25.83
780.00,25.83
810.00,25.82
840.00,25.82
870.00,25.80
900.00,25.80
930.00,25.79
960.00,25.79
