Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9776
Water Temp (deg C),24.40
Room Temp (deg C),23.20
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.38
90.00,24.40
120.00,24.42
150.00,24.40
180.00,24.41
210.00,24.40
240.00,24.40
270.00,24.41
300.00,24.38
330.00,24.70
360.00,25.14
390.00,25.47
420.00,25.68
450.00,25.79
480.00,25.85
510.00,25.88
540.00,25.93
570.00,25.93
600.00,25.91
630.00,25.95
660.00,25.91
690.00,25.91
720.00,25.91
750.00,25.91
780.00,25.90
810.00,25.89
840.00,25.90
870.00,25.92
900.00,25.93
930.00,25.89
960.00,25.92
