Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9212
Water Temp (deg C),24.30
Room Temp (deg C),22.53
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.30
60.00,24.30
90.00,24.28
120.00,24.29
150.00,24.31
180.00,24.31
210.00,24.29
240.00,24.31
270.00,24.29
300.00,24.28
330.00,24.52
360.00,24.84
390.00,25.08
420.00,25.20
450.00,25.31
480.00,25.33
510.00,25.36
540.00,25.36
570.00,25.37
600.00,25.38
630.00,25.39
660.00,25.38
690.00,25.37
720.00,25.36
750.00,25.37
780.00,25.37
810.00,25.36
840.00,25.37
870.00,25.35
900.00,25.36
930.00,25.34
960.00,25.35
