Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),0.9189
Water Temp (deg C),24.40
Room Temp (deg C),25.72
Water Volume (L),2.0
Wire Before (g),0.028
Wire After (g),0.024
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.41
60.00,24.41
90.00,24.40
120.00,24.40
150.00,24.40
180.00,24.41
210.00,24.38
240.00,24.39
270.00,24.40
300.00,24.38
330.00,25.12
360.00,26.24
390.00,27.05
420.00,27.50
450.00,27.80
480.00,27.93
510.00,28.03
540.00,28.04
570.00,28.10
600.00,28.08
630.00,28.09
660.00,28.10
690.00,28.11
720.00,28.11
750.00,28.08
780.00,28.08
810.00,28.10
840.00,28.07
870.00,28.08
900.00,28.07
930.00,28.07
960.00,28.07
