Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),1.0471
Water Temp (deg C),24.30
Room Temp (deg C),23.65
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.28
60.00,24.28
90.00,24.28
120.00,24.31
150.00,24.28
180.00,24.31
210.00,24.29
240.00,24.30
270.00,24.31
300.00,24.31
330.00,25.05
360.00,26.15
390.00,26.96
420.00,27.44
450.00,27.73
480.00,27.88
510.00,27.97
540.00,27.99
570.00,28.02
600.00,28.03
630.00,28.04
660.00,28.02
690.00,28.03
720.00,28.01
750.00,28.02
780.00,28.01
810.00,28.00
840.00,28.02
870.00,28.00
900.00,28.01
930.00,27.99
960.00,27.99
