Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9173
Water Temp (deg C),24.10
Room Temp (deg C),23.91
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.08
90.00,24.09
120.00,24.11
150.00,24.09
180.00,24.09
210.00,24.09
240.00,24.11
270.00,24.11
300.00,24.08
330.00,24.85
360.00,26.01
390.00,26.83
420.00,27.33
450.00,27.62
480.00,27.79
510.00,27.84
540.00,27.89
570.00,27.90
600.00,27.93
630.00,27.95
660.00,27.93
690.00,27.92
720.00,27.91
750.00,27.92
780.00,27.91
810.00,27.92
840.00,27.92
870.00,27.93
900.00,27.93
930.00,27.92
960.00,27.90
