Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9650
Water Temp (deg C),24.20
Room Temp (deg C),24.35
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.18
90.00,24.21
120.00,24.19
150.00,24.21
180.00,24.20
210.00,24.21
240.00,24.19
270.00,24.19
300.00,24.20
330.00,24.98
360.00,26.10
390.00,26.93
420.00,27.40
450.00,27.69
480.00,27.85
510.00,27.92
540.00,27.95
570.00,27.97
600.00,28.00
630.00,28.01
660.00,28.00
690.00,27.98
720.00,28.00
750.00,27.97
780.00,27.98
810.00,28.00
840.00,27.97
870.00,27.97
900.00,27.97
930.00,27.96
960.00,27.96
