Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9743
Water Temp (deg C),24.20
Room Temp (deg C),22.18
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.18
90.00,24.21
120.00,24.20
150.00,24.19
180.00,24.21
210.00,24.21
240.00,24.17
270.00,24.20
300.00,24.16
330.00,24.43
360.00,24.74
390.00,24.99
420.00,25.17
450.00,25.24
480.00,25.27
510.00,25.32
540.00,25.31
570.00,25.33
600.00,25.32
630.00,25.34
660.00,25.32
690.00,25.32
720.00,25.30
750.00,25.31
780.00,25.30
810.00,25.32
840.00,25.29
870.00,25.31
900.00,25.29
930.00,25.32
960.00,25.32
