Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0967
Water Temp (deg C),24.40
Room Temp (deg C),25.03
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.40
90.00,24.41
120.00,24.40
150.00,24.42
180.00,24.42
210.00,24.39
240.00,24.41
270.00,24.39
300.00,24.41
330.00,24.74
360.00,25.29
390.00,25.65
420.00,25.89
450.00,25.98
480.00,26.07
510.00,26.09
540.00,26.13
570.00,26.14
600.00,26.13
630.00,26.15
660.00,26.13
690.00,26.14
720.00,26.15
750.00,26.13
780.00,26.13
810.00,26.14
840.00,26.13
870.00,26.15
900.00,26.15
930.00,26.12
960.00,26.14
