Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9725
Water Temp (deg C),24.40
Room Temp (deg C),22.47
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.41
60.00,24.38
90.00,24.38
120.00,24.39
150.00,24.39
180.00,24.40
210.00,24.40
240.00,24.37
270.00,24.40
300.00,24.38
330.00,24.71
360.00,25.14
390.00,25.47
420.00,25.70
450.00,25.80
480.00,25.87
510.00,25.89
540.00,25.92
570.00,25.92
600.00,25.92
630.00,25.92
660.00,25.91
690.00,25.90
720.00,25.89
750.00,25.92
780.00,25.90
810.00,25.91
840.00,25.89
870.00,25.91
900.00,25.90
930.00,25.90
960.00,25.88
