Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),0.9153
Water Temp (deg C),24.10
Room Temp (deg C),24.19
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.023
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.09
90.00,24.13
120.00,24.11
150.00,24.12
180.00,24.09
210.00,24.08
240.00,24.11
270.00,24.12
300.00,24.10
330.00,24.79
360.00,25.82
390.00,26.52
420.00,26.99
450.00,27.22
480.00,27.37
510.00,27.43
540.00,27.47
570.00,27.48
600.00,27.50
630.00,27.52
660.00,27.49
690.00,27.49
720.00,27.52
750.00,27.52
780.00,27.50
810.00,27.49
840.00,27.48
870.00,27.49
900.00,27.49
930.00,27.48
960.00,27.48
