Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9630
Water Temp (deg C),24.10
Room Temp (deg C),25.32
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.12
90.00,24.11
120.00,24.11
150.00,24.10
180.00,24.10
210.00,24.09
240.00,24.12
270.00,24.10
300.00,24.09
330.00,24.40
360.00,24.85
390.00,25.18
420.00,25.39
450.00,25.49
480.00,25.57
510.00,25.58
540.00,25.62
570.00,25.62
600.00,25.63
630.00,25.64
660.00,25.63
690.00,25.62
720.00,25.62
750.00,25.61
780.00,25.64
810.00,25.62
840.00,25.64
870.00,25.61
900.00,25.61
930.00,25.62
960.00,25.63
