Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9612
Water Temp (deg C),24.30
Room Temp (deg C),23.29
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.29
90.00,24.31
120.00,24.28
150.00,24.30
180.00,24.31
210.00,24.29
240.00,24.30
270.00,24.31
300.00,24.28
330.00,25.08
360.00,26.24
390.00,27.10
420.00,27.59
450.00,27.87
480.00,28.02
510.00,28.12
540.00,28.16
570.00,28.19
600.00,28.18
630.00,28.19
660.00,28.19
690.00,28.21
720.00,28.18
750.00,28.19
780.00,28.20
810.00,28.18
840.00,28.18
870.00,28.16
900.00,28.15
930.00,28.17
960.00,28.16
