Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),0.9217
Water Temp (deg C),24.20
Room Temp (deg C),25.22
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.19
90.00,24.20
120.00,24.19
150.00,24.21
180.00,24.19
210.00,24.18
240.00,24.20
270.00,24.21
300.00,24.21
330.00,24.69
360.00,25.44
390.00,25.98
420.00,26.29
450.00,26.47
480.00,26.56
510.00,26.64
540.00,26.64
570.00,26.65
600.00,26.69
630.00,26.70
660.00,26.69
690.00,26.68
720.00,26.66
750.00,26.67
780.00,26.66
810.00,26.65
840.00,26.68
870.00,26.67
900.00,26.66
930.00,26.65
960.00,26.66
