Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),0.9149
Water Temp (deg C),24.30
Room Temp (deg C),23.65
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.31
90.00,24.29
120.00,24.31
150.00,24.29
180.00,24.28
210.00,24.29
240.00,24.29
270.00,24.31
300.00,24.29
330.00,24.94
360.00,25.94
390.00,26.61
420.00,27.05
450.00,27.29
480.00,27.44
510.00,27.51
540.00,27.52
570.00,27.54
600.00,27.54
630.00,27.57
660.00,27.55
690.00,27.55
720.00,27.57
750.00,27.55
780.00,27.53
810.00,27.56
840.00,27.55
870.00,27.55
900.00,27.53
930.00,27.56
960.00,27.52
