Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),1.0242
Water Temp (deg C),24.40
Room Temp (deg C),25.41
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.41
90.00,24.41
120.00,24.40
150.00,24.40
180.00,24.38
210.00,24.40
240.00,24.38
270.00,24.39
300.00,24.40
330.00,25.15
360.00,26.31
390.00,27.12
420.00,27.61
450.00,27.90
480.00,28.06
510.00,28.15
540.00,28.19
570.00,28.19
600.00,28.21
630.00,28.23
660.00,28.22
690.00,28.22
720.00,28.23
750.00,28.22
780.00,28.22
810.00,28.22
840.00,28.22
870.00,28.20
900.00,28.20
930.00,28.18
960.00,28.20
