Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9031
Water Temp (deg C),24.10
Room Temp (deg C),22.96
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.12
90.00,24.11
120.00,24.11
150.00,24.10
180.00,24.08
210.00,24.09
240.00,24.10
270.00,24.11
300.00,24.09
330.00,24.39
360.00,24.82
390.00,25.10
420.00,25.30
450.00,25.41
480.00,25.45
510.00,25.48
540.00,25.52
570.00,25.52
600.00,25.51
630.00,25.53
660.00,25.52
690.00,25.52
720.00,25.52
750.00,25.51
780.00,25.52
810.00,25.50
840.00,25.51
870.00,25.49
900.00,25.49
930.00,25.52
960.00,25.49
