Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),1.0382
Water Temp (deg C),24.30
Room Temp (deg C),24.85
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.026
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.31
90.00,24.28
120.00,24.28
150.00,24.31
180.00,24.31
210.00,24.31
240.00,24.31
270.00,24.29
300.00,24.28
330.00,24.66
360.00,25.14
390.00,25.55
420.00,25.75
450.00,25.90
480.00,25.94
510.00,25.99
540.00,26.02
570.00,26.05
600.00,26.02
630.00,26.03
660.00,26.02
690.00,26.05
720.00,26.04
750.00,26.03
780.00,26.01
810.00,26.05
840.00,26.02
870.00,26.02
900.00,26.04
930.00,26.02
960.00,26.02
