Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9132
Water Temp (deg C),24.20
Room Temp (deg C),24.42
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.014
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.21
90.00,24.21
120.00,24.21
150.00,24.21
180.00,24.19
210.00,24.20
240.00,24.22
270.00,24.20
300.00,24.18
330.00,24.49
360.00,24.90
390.00,25.25
420.00,25.43
450.00,25.53
480.00,25.60
510.00,25.60
540.00,25.61
570.00,25.63
600.00,25.64
630.00,25.66
660.00,25.65
690.00,25.66
720.00,25.63
750.00,25.64
780.00,25.66
810.00,25.63
840.00,25.63
870.00,25.63
900.00,25.65
930.00,25.64
960.00,25.63
