Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),0.9372
Water Temp (deg C),24.10
Room Temp (deg C),25.26
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.09
60.00,24.11
90.00,24.12
120.00,24.12
150.00,24.10
180.00,24.10
210.00,24.11
240.00,24.12
270.00,24.13
300.00,24.13
330.00,24.61
360.00,25.37
390.00,25.92
420.00,26.22
450.00,26.42
480.00,26.52
510.00,26.58
540.00,26.62
570.00,26.63
600.00,26.61
630.00,26.63
660.00,26.62
690.00,26.63
720.00,26.65
750.00,26.63
780.00,26.62
810.00,26.62
840.00,26.63
870.00,26.63
900.00,26.62
930.00,26.64
960.00,26.61
