Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),1.0203
Water Temp (deg C),24.20
Room Temp (deg C),24.23
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.21
90.00,24.19
120.00,24.21
150.00,24.19
180.00,24.19
210.00,24.21
240.00,24.20
270.00,24.19
300.00,24.18
330.00,25.02
360.00,26.22
390.00,27.10
420.00,27.63
450.00,27.93
480.00,28.10
510.00,28.18
540.00,28.24
570.00,28.25
600.00,28.26
630.00,28.29
660.00,28.29
690.00,28.29
720.00,28.27
750.00,28.28
780.00,28.28
810.00,28.28
840.00,28.25
870.00,28.26
900.00,28.27
930.00,28.29
960.00,28.25
