Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),0.9508
Water Temp (deg C),24.30
Room Temp (deg C),25.36
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.32
90.00,24.32
120.00,24.29
150.00,24.31
180.00,24.29
210.00,24.31
240.00,24.29
270.00,24.31
300.00,24.32
330.00,25.04
360.00,26.11
390.00,26.93
420.00,27.41
450.00,27.65
480.00,27.83
510.00,27.88
540.00,27.94
570.00,27.94
600.00,27.95
630.00,27.97
660.00,27.98
690.00,27.97
720.00,27.97
750.00,27.98
780.00,27.97
810.00,27.98
840.00,27.97
870.00,27.96
900.00,27.97
930.00,27.97
960.00,27.95
