Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9347
Water Temp (deg C),24.20
Room Temp (deg C),25.47
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.21
90.00,24.22
120.00,24.21
150.00,24.19
180.00,24.20
210.00,24.19
240.00,24.21
270.00,24.21
300.00,24.22
330.00,24.50
360.00,24.96
390.00,25.26
420.00,25.47
450.00,25.56
480.00,25.64
510.00,25.68
540.00,25.70
570.00,25.71
600.00,25.69
630.00,25.69
660.00,25.71
690.00,25.70
720.00,25.68
750.00,25.70
780.00,25.71
810.00,25.71
840.00,25.71
870.00,25.69
900.00,25.71
930.00,25.70
960.00,25.69
