Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),0.9437
Water Temp (deg C),24.20
Room Temp (deg C),24.97
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.026
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.22
60.00,24.22
90.00,24.20
120.00,24.21
150.00,24.18
180.00,24.20
210.00,24.20
240.00,24.19
270.00,24.21
300.00,24.23
330.00,24.87
360.00,25.88
390.00,26.63
420.00,27.07
450.00,27.29
480.00,27.45
510.00,27.52
540.00,27.54
570.00,27.57
600.00,27.58
630.00,27.57
660.00,27.60
690.00,27.57
720.00,27.58
750.00,27.57
780.00,27.59
810.00,27.58
840.00,27.57
870.00,27.55
900.00,27.58
930.00,27.57
960.00,27.58
