Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0705
Water Temp (deg C),24.30
Room Temp (deg C),25.68
Water Volume (L),2.0
Wire Before (g),0.020
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.30
90.00,24.32
120.00,24.28
150.00,24.29
180.00,24.28
210.00,24.29
240.00,24.30
270.00,24.29
300.00,24.30
330.00,24.54
360.00,24.94
390.00,25.19
420.00,25.38
450.00,25.48
480.00,25.53
510.00,25.55
540.00,25.55
570.00,25.58
600.00,25.56
630.00,25.56
660.00,25.56
690.00,25.58
720.00,25.57
750.00,25.60
780.00,25.60
810.00,25.57
840.00,25.57
870.00,25.60
900.00,25.58
930.00,25.57
960.00,25.60
