Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,β-D-Fructose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0943
Water Temp (deg C),24.20
Room Temp (deg C),22.92
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.17
90.00,24.20
120.00,24.19
150.00,24.19
180.00,24.20
210.00,24.20
240.00,24.19
270.00,24.20
300.00,24.18
330.00,24.51
360.00,25.06
390.00,25.40
420.00,25.66
450.00,25.78
480.00,25.83
510.00,25.87
540.00,25.88
570.00,25.91
600.00,25.89
630.00,25.92
660.00,25.91
690.00,25.92
720.00,25.92
750.00,25.89
780.00,25.89
810.00,25.92
840.00,25.89
870.00,25.90
900.00,25.91
930.00,25.90
960.00,25.89
