Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9109
Water Temp (deg C),24.10
Room Temp (deg C),24.74
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.026
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.08
60.00,24.08
90.00,24.08
120.00,24.09
150.00,24.08
180.00,24.12
210.00,24.11
240.00,24.10
270.00,24.09
300.00,24.09
330.00,24.38
360.00,24.84
390.00,25.14
420.00,25.30
450.00,25.42
480.00,25.47
510.00,25.51
540.00,25.52
570.00,25.54
600.00,25.56
630.00,25.54
660.00,25.55
690.00,25.54
720.00,25.56
750.00,25.56
780.00,25.54
810.00,25.54
840.00,25.54
870.00,25.52
900.00,25.56
930.00,25.56
960.00,25.52
