Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0276
Water Temp (deg C),24.10
Room Temp (deg C),25.65
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.12
60.00,24.10
90.00,24.10
120.00,24.11
150.00,24.12
180.00,24.13
210.00,24.12
240.00,24.10
270.00,24.09
300.00,24.10
330.00,24.35
360.00,24.70
390.00,24.97
420.00,25.12
450.00,25.22
480.00,25.26
510.00,25.30
540.00,25.31
570.00,25.33
600.00,25.33
630.00,25.32
660.00,25.31
690.00,25.33
720.00,25.33
750.00,25.33
780.00,25.34
810.00,25.32
840.00,25.34
870.00,25.31
900.00,25.33
930.00,25.35
960.00,25.32
