Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9322
Water Temp (deg C),24.20
Room Temp (deg C),24.88
Water Volume (L),2.0
Wire Before (g),0.026
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.21
60.00,24.21
90.00,24.19
120.00,24.22
150.00,24.19
180.00,24.21
210.00,24.20
240.00,24.19
270.00,24.21
300.00,24.20
330.00,24.48
360.00,24.94
390.00,25.26
420.00,25.43
450.00,25.54
480.00,25.59
510.00,25.63
540.00,25.64
570.00,25.67
600.00,25.68
630.00,25.67
660.00,25.69
690.00,25.69
720.00,25.68
750.00,25.66
780.00,25.66
810.00,25.68
840.00,25.67
870.00,25.66
900.00,25.65
930.00,25.68
960.00,25.66
