Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),1.0011
Water Temp (deg C),24.20
Room Temp (deg C),22.86
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.18
60.00,24.19
90.00,24.20
120.00,24.21
150.00,24.19
180.00,24.18
210.00,24.22
240.00,24.18
270.00,24.21
300.00,24.21
330.00,24.94
360.00,26.03
390.00,26.85
420.00,27.36
450.00,27.63
480.00,27.75
510.00,27.85
540.00,27.88
570.00,27.90
600.00,27.92
630.00,27.90
660.00,27.90
690.00,27.92
720.00,27.89
750.00,27.92
780.00,27.90
810.00,27.93
840.00,27.92
870.00,27.92
900.00,27.92
930.00,27.88
960.00,27.88
