Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9085
Water Temp (deg C),24.20
Room Temp (deg C),23.52
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.19
60.00,24.20
90.00,24.19
120.00,24.21
150.00,24.21
180.00,24.21
210.00,24.19
240.00,24.19
270.00,24.18
300.00,24.19
330.00,24.50
360.00,24.91
390.00,25.24
420.00,25.42
450.00,25.53
480.00,25.57
510.00,25.59
540.00,25.63
570.00,25.64
600.00,25.63
630.00,25.63
660.00,25.64
690.00,25.61
720.00,25.63
750.00,25.64
780.00,25.60
810.00,25.62
840.00,25.60
870.00,25.61
900.00,25.62
930.00,25.62
960.00,25.61
