Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0806
Water Temp (deg C),24.30
Room Temp (deg C),23.98
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.023
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.31
90.00,24.31
120.00,24.30
150.00,24.29
180.00,24.28
210.00,24.28
240.00,24.30
270.00,24.30
300.00,24.31
330.00,24.54
360.00,24.94
390.00,25.19
420.00,25.36
450.00,25.47
480.00,25.51
510.00,25.53
540.00,25.56
570.00,25.55
600.00,25.56
630.00,25.56
660.00,25.58
690.00,25.56
720.00,25.55
750.00,25.54
780.00,25.54
810.00,25.54
840.00,25.54
870.00,25.54
900.00,25.56
930.00,25.53
960.00,25.55
