Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9681
Water Temp (deg C),24.40
Room Temp (deg C),25.13
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.41
60.00,24.41
90.00,24.42
120.00,24.39
150.00,24.39
180.00,24.39
210.00,24.39
240.00,24.41
270.00,24.42
300.00,24.40
330.00,25.20
360.00,26.44
390.00,27.32
420.00,27.81
450.00,28.14
480.00,28.27
510.00,28.36
540.00,28.42
570.00,28.43
600.00,28.45
630.00,28.47
660.00,28.47
690.00,28.44
720.00,28.44
750.00,28.44
780.00,28.47
810.00,28.44
840.00,28.46
870.00,28.44
900.00,28.45
930.00,28.46
960.00,28.44
