Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),0.9086
Water Temp (deg C),24.10
Room Temp (deg C),25.58
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.09
60.00,24.09
90.00,24.09
120.00,24.10
150.00,24.12
180.00,24.10
210.00,24.12
240.00,24.12
270.00,24.09
300.00,24.10
330.00,24.85
360.00,26.01
390.00,26.84
420.00,27.33
450.00,27.61
480.00,27.74
510.00,27.82
540.00,27.88
570.00,27.91
600.00,27.92
630.00,27.91
660.00,27.92
690.00,27.93
720.00,27.92
750.00,27.91
780.00,27.92
810.00,27.92
840.00,27.90
870.00,27.90
900.00,27.89
930.00,27.91
960.00,27.90
