Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0974
Water Temp (deg C),24.10
Room Temp (deg C),22.21
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.10
90.00,24.11
120.00,24.08
150.00,24.08
180.00,24.07
210.00,24.09
240.00,24.06
270.00,24.07
300.00,24.08
330.00,24.33
360.00,24.71
390.00,24.99
420.00,25.19
450.00,25.25
480.00,25.30
510.00,25.35
540.00,25.36
570.00,25.37
600.00,25.36
630.00,25.37
660.00,25.38
690.00,25.38
720.00,25.37
750.00,25.35
780.00,25.36
810.00,25.36
840.00,25.36
870.00,25.34
900.00,25.36
930.00,25.36
960.00,25.35
