Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Naphthalene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0266
Water Temp (deg C),24.10
Room Temp (deg C),23.62
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.10
90.00,24.09
120.00,24.09
150.00,24.08
180.00,24.10
210.00,24.11
240.00,24.08
270.00,24.10
300.00,24.11
330.00,24.93
360.00,26.20
390.00,27.07
420.00,27.62
450.00,27.92
480.00,28.10
510.00,28.19
540.00,28.24
570.00,28.27
600.00,28.27
630.00,28.28
660.00,28.27
690.00,28.27
720.00,28.28
750.00,28.27
780.00,28.25
810.00,28.27
840.00,28.24
870.00,28.27
900.00,28.24
930.00,28.26
960.00,28.25
