Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9342
Water Temp (deg C),24.30
Room Temp (deg C),22.80
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.012
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.30
90.00,24.30
120.00,24.30
150.00,24.28
180.00,24.29
210.00,24.29
240.00,24.29
270.00,24.30
300.00,24.30
330.00,24.59
360.00,25.02
390.00,25.35
420.00,25.53
450.00,25.66
480.00,25.69
510.00,25.73
540.00,25.74
570.00,25.77
600.00,25.77
630.00,25.76
660.00,25.74
690.00,25.77
720.00,25.75
750.00,25.75
780.00,25.75
810.00,25.76
840.00,25.76
870.00,25.76
900.00,25.77
930.00,25.73
960.00,25.73
