Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),0.9336
Water Temp (deg C),24.30
Room Temp (deg C),25.15
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.29
90.00,24.29
120.00,24.31
150.00,24.30
180.00,24.30
210.00,24.29
240.00,24.30
270.00,24.31
300.00,24.29
330.00,24.79
360.00,25.52
390.00,26.07
420.00,26.40
450.00,26.59
480.00,26.71
510.00,26.73
540.00,26.76
570.00,26.77
600.00,26.78
630.00,26.81
660.00,26.79
690.00,26.79
720.00,26.78
750.00,26.81
780.00,26.80
810.00,26.79
840.00,26.80
870.00,26.79
900.00,26.78
930.00,26.80
960.00,26.80
