Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),0.9889
Water Temp (deg C),24.40
Room Temp (deg C),22.73
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.38
90.00,24.41
120.00,24.38
150.00,24.40
180.00,24.39
210.00,24.39
240.00,24.39
270.00,24.41
300.00,24.38
330.00,24.73
360.00,25.22
390.00,25.58
420.00,25.77
450.00,25.92
480.00,25.99
510.00,26.01
540.00,26.01
570.00,26.04
600.00,26.03
630.00,26.04
660.00,26.02
690.00,26.03
720.00,26.04
750.00,26.02
780.00,26.02
810.00,26.02
840.00,26.01
870.00,26.02
900.00,26.01
930.00,26.00
960.00,26.01
