Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),0.9447
Water Temp (deg C),24.40
Room Temp (deg C),23.07
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.39
90.00,24.38
120.00,24.40
150.00,24.39
180.00,24.40
210.00,24.38
240.00,24.39
270.00,24.38
300.00,24.38
330.00,24.59
360.00,24.94
390.00,25.17
420.00,25.33
450.00,25.39
480.00,25.44
510.00,25.48
540.00,25.47
570.00,25.50
600.00,25.49
630.00,25.50
660.00,25.48
690.00,25.49
720.00,25.49
750.00,25.49
780.00,25.47
810.00,25.46
840.00,25.47
870.00,25.46
900.00,25.46
930.00,25.48
960.00,25.46
