Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0156
Water Temp (deg C),24.30
Room Temp (deg C),24.66
Water Volume (L),2.0
Wire Before (g),0.030
Wire After (g),0.027
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.30
60.00,24.30
90.00,24.29
120.00,24.29
150.00,24.29
180.00,24.32
210.00,24.29
240.00,24.28
270.00,24.28
300.00,24.30
330.00,24.61
360.00,25.07
390.00,25.45
420.00,25.64
450.00,25.74
480.00,25.84
510.00,25.85
540.00,25.88
570.00,25.90
600.00,25.88
630.00,25.88
660.00,25.89
690.00,25.88
720.00,25.90
750.00,25.88
780.00,25.87
810.00,25.88
840.00,25.88
870.00,25.90
900.00,25.90
930.00,25.86
960.00,25.87
