Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Stearic Acid
Formula,C18H36O2
Molecular Weight (g/mol),284.473
Sample Weight (g),0.9404
Water Temp (deg C),24.30
Room Temp (deg C),23.32
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.32
60.00,24.29
90.00,24.29
120.00,24.32
150.00,24.31
180.00,24.32
210.00,24.28
240.00,24.32
270.00,24.30
300.00,24.28
330.00,25.06
360.00,26.16
390.00,26.99
420.00,27.47
450.00,27.76
480.00,27.90
510.00,27.99
540.00,28.03
570.00,28.06
600.00,28.04
630.00,28.08
660.00,28.07
690.00,28.08
720.00,28.06
750.00,28.07
780.00,28.05
810.00,28.05
840.00,28.05
870.00,28.06
900.00,28.04
930.00,28.04
960.00,28.04
