Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),1.0525
Water Temp (deg C),24.30
Room Temp (deg C),22.69
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.025
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.28
60.00,24.31
90.00,24.30
120.00,24.30
150.00,24.29
180.00,24.30
210.00,24.27
240.00,24.30
270.00,24.30
300.00,24.30
330.00,25.08
360.00,26.23
390.00,27.10
420.00,27.60
450.00,27.89
480.00,28.03
510.00,28.11
540.00,28.16
570.00,28.17
600.00,28.20
630.00,28.21
660.00,28.19
690.00,28.18
720.00,28.17
750.00,28.18
780.00,28.16
810.00,28.17
840.00,28.17
870.00,28.16
900.00,28.15
930.00,28.16
960.00,28.17
