Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0052
Water Temp (deg C),24.40
Room Temp (deg C),23.77
Water Volume (L),2.0
Wire Before (g),0.020
Wire After (g),0.017
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.38
60.00,24.41
90.00,24.41
120.00,24.41
150.00,24.39
180.00,24.40
210.00,24.38
240.00,24.42
270.00,24.41
300.00,24.39
330.00,24.65
360.00,24.98
390.00,25.24
420.00,25.37
450.00,25.47
480.00,25.53
510.00,25.55
540.00,25.56
570.00,25.57
600.00,25.58
630.00,25.55
660.00,25.56
690.00,25.58
720.00,25.55
750.00,25.57
780.00,25.58
810.00,25.56
840.00,25.56
870.00,25.58
900.00,25.56
930.00,25.57
960.00,25.57
