Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Glucose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0264
Water Temp (deg C),24.30
Room Temp (deg C),22.23
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.026
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.28
60.00,24.32
90.00,24.30
120.00,24.29
150.00,24.28
180.00,24.29
210.00,24.28
240.00,24.30
270.00,24.29
300.00,24.28
330.00,24.62
360.00,25.08
390.00,25.45
420.00,25.67
450.00,25.76
480.00,25.83
510.00,25.86
540.00,25.86
570.00,25.90
600.00,25.89
630.00,25.88
660.00,25.87
690.00,25.89
720.00,25.89
750.00,25.88
780.00,25.87
810.00,25.88
840.00,25.89
870.00,25.86
900.00,25.86
930.00,25.86
960.00,25.86
