Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Azulene
Formula,C10H8
Molecular Weight (g/mol),128.174
Sample Weight (g),1.0443
Water Temp (deg C),24.30
Room Temp (deg C),23.32
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.024
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.31
60.00,24.31
90.00,24.31
120.00,24.28
150.00,24.30
180.00,24.29
210.00,24.31
240.00,24.30
270.00,24.29
300.00,24.28
330.00,25.17
360.00,26.45
390.00,27.40
420.00,27.98
450.00,28.31
480.00,28.48
510.00,28.57
540.00,28.62
570.00,28.64
600.00,28.63
630.00,28.66
660.00,28.65
690.00,28.65
720.00,28.65
750.00,28.65
780.00,28.63
810.00,28.63
840.00,28.63
870.00,28.64
900.00,28.64
930.00,28.60
960.00,28.60
