Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Maleic Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0968
Water Temp (deg C),24.40
Room Temp (deg C),24.68
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.018
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.40
90.00,24.40
120.00,24.38
150.00,24.39
180.00,24.38
210.00,24.39
240.00,24.39
270.00,24.38
300.00,24.39
330.00,24.64
360.00,25.06
390.00,25.32
420.00,25.50
450.00,25.58
480.00,25.64
510.00,25.67
540.00,25.69
570.00,25.68
600.00,25.70
630.00,25.71
660.00,25.71
690.00,25.70
720.00,25.69
750.00,25.70
780.00,25.68
810.00,25.72
840.00,25.69
870.00,25.71
900.00,25.72
930.00,25.71
960.00,25.71
