Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Palmitic Acid
Formula,C16H32O2
Molecular Weight (g/mol),256.419
Sample Weight (g),0.9139
Water Temp (deg C),24.40
Room Temp (deg C),23.75
Water Volume (L),2.0
Wire Before (g),0.027
Wire After (g),0.022
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.38
60.00,24.42
90.00,24.39
120.00,24.41
150.00,24.43
180.00,24.40
210.00,24.42
240.00,24.40
270.00,24.42
300.00,24.39
330.00,25.13
360.00,26.21
390.00,26.96
420.00,27.43
450.00,27.73
480.00,27.87
510.00,27.93
540.00,27.98
570.00,27.97
600.00,28.00
630.00,28.00
660.00,27.98
690.00,27.98
720.00,28.01
750.00,27.99
780.00,27.99
810.00,28.00
840.00,27.99
870.00,27.97
900.00,28.00
930.00,27.96
960.00,27.98
