Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Benzoic Acid
Formula,C7H6O2
Molecular Weight (g/mol),122.113
Sample Weight (g),1.0615
Water Temp (deg C),24.30
Room Temp (deg C),24.36
Water Volume (L),2.0
Wire Before (g),0.025
Wire After (g),0.016
=====,=====
Time (s),Temperature (C)
0.00,24.30
30.00,24.29
60.00,24.30
90.00,24.29
120.00,24.30
150.00,24.31
180.00,24.32
210.00,24.32
240.00,24.30
270.00,24.29
300.00,24.31
330.00,24.86
360.00,25.72
390.00,26.32
420.00,26.69
450.00,26.90
480.00,27.02
510.00,27.09
540.00,27.10
570.00,27.13
600.00,27.14
630.00,27.15
660.00,27.16
690.00,27.14
720.00,27.14
750.00,27.16
780.00,27.15
810.00,27.15
840.00,27.13
870.00,27.13
900.00,27.12
930.00,27.13
960.00,27.14
