Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),0.9878
Water Temp (deg C),24.40
Room Temp (deg C),25.30
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.019
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.40
90.00,24.38
120.00,24.39
150.00,24.41
180.00,24.42
210.00,24.39
240.00,24.42
270.00,24.42
300.00,24.40
330.00,24.71
360.00,25.19
390.00,25.52
420.00,25.74
450.00,25.83
480.00,25.93
510.00,25.96
540.00,25.96
570.00,25.95
600.00,25.98
630.00,25.98
660.00,25.98
690.00,25.97
720.00,25.96
750.00,25.98
780.00,25.97
810.00,25.97
840.00,25.98
870.00,25.99
900.00,25.99
930.00,25.95
960.00,25.97
