Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Capric Acid
Formula,C10H20O2
Molecular Weight (g/mol),172.257
Sample Weight (g),0.9733
Water Temp (deg C),24.10
Room Temp (deg C),22.72
Water Volume (L),2.0
Wire Before (g),0.028
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.11
60.00,24.10
90.00,24.10
120.00,24.09
150.00,24.08
180.00,24.09
210.00,24.10
240.00,24.09
270.00,24.10
300.00,24.09
330.00,24.77
360.00,25.82
390.00,26.59
420.00,27.03
450.00,27.29
480.00,27.44
510.00,27.48
540.00,27.55
570.00,27.56
600.00,27.56
630.00,27.55
660.00,27.57
690.00,27.56
720.00,27.57
750.00,27.54
780.00,27.57
810.00,27.53
840.00,27.55
870.00,27.55
900.00,27.55
930.00,27.55
960.00,27.55
