Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.0837
Water Temp (deg C),24.40
Room Temp (deg C),22.35
Water Volume (L),2.0
Wire Before (g),0.024
Wire After (g),0.021
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.39
60.00,24.41
90.00,24.39
120.00,24.39
150.00,24.39
180.00,24.39
210.00,24.41
240.00,24.41
270.00,24.38
300.00,24.37
330.00,24.63
360.00,25.03
390.00,25.30
420.00,25.45
450.00,25.55
480.00,25.59
510.00,25.63
540.00,25.64
570.00,25.65
600.00,25.63
630.00,25.64
660.00,25.65
690.00,25.65
720.00,25.62
750.00,25.62
780.00,25.63
810.00,25.64
840.00,25.62
870.00,25.62
900.00,25.62
930.00,25.63
960.00,25.63
