Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,α-D-Galactose
Formula,C6H12O6
Molecular Weight (g/mol),180.126
Sample Weight (g),1.0626
Water Temp (deg C),24.10
Room Temp (deg C),23.75
Water Volume (L),2.0
Wire Before (g),0.022
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.10
30.00,24.10
60.00,24.10
90.00,24.10
120.00,24.11
150.00,24.11
180.00,24.11
210.00,24.10
240.00,24.11
270.00,24.10
300.00,24.11
330.00,24.42
360.00,24.94
390.00,25.31
420.00,25.52
450.00,25.62
480.00,25.71
510.00,25.73
540.00,25.78
570.00,25.78
600.00,25.78
630.00,25.78
660.00,25.79
690.00,25.78
720.00,25.79
750.00,25.78
780.00,25.77
810.00,25.75
840.00,25.75
870.00,25.78
900.00,25.76
930.00,25.78
960.00,25.77
