Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Lauric Acid
Formula,C12H24O2
Molecular Weight (g/mol),200.311
Sample Weight (g),1.0719
Water Temp (deg C),24.40
Room Temp (deg C),25.69
Water Volume (L),2.0
Wire Before (g),0.023
Wire After (g),0.015
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.40
60.00,24.40
90.00,24.42
120.00,24.42
150.00,24.39
180.00,24.40
210.00,24.41
240.00,24.41
270.00,24.39
300.00,24.40
330.00,25.21
360.00,26.38
390.00,27.25
420.00,27.77
450.00,28.10
480.00,28.24
510.00,28.34
540.00,28.35
570.00,28.38
600.00,28.39
630.00,28.41
660.00,28.41
690.00,28.39
720.00,28.42
750.00,28.41
780.00,28.40
810.00,28.42
840.00,28.39
870.00,28.39
900.00,28.40
930.00,28.41
960.00,28.38
