Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Myristic Acid
Formula,C14H28O2
Molecular Weight (g/mol),228.365
Sample Weight (g),0.9379
Water Temp (deg C),24.20
Room Temp (deg C),22.56
Water Volume (L),2.0
Wire Before (g),0.029
Wire After (g),0.020
=====,=====
Time (s),Temperature (C)
0.00,24.20
30.00,24.20
60.00,24.18
90.00,24.21
120.00,24.18
150.00,24.18
180.00,24.22
210.00,24.21
240.00,24.18
270.00,24.19
300.00,24.21
330.00,24.90
360.00,25.99
390.00,26.79
420.00,27.24
450.00,27.51
480.00,27.65
510.00,27.73
540.00,27.76
570.00,27.77
600.00,27.79
630.00,27.81
660.00,27.78
690.00,27.77
720.00,27.80
750.00,27.79
780.00,27.80
810.00,27.77
840.00,27.80
870.00,27.77
900.00,27.76
930.00,27.78
960.00,27.74
